department,code,number,title,description,url
Classics - Classical Studies; Greek; Latin,GRK,1,Introductory Greek,"Study of Greek grammar, syntax, and vocabulary accompanied by reading of simple Greek prose selections. Never serves in partial satisfaction of the Distributive or World Culture Requirement.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-1
Classics - Classical Studies; Greek; Latin,GRK,1-3,Intensive Greek,"This course will introduce students to the fundamentals of Greek grammar in an intensive mode. Students are required to enroll for both time sequences. Through intensive drills and graded readings, the basic features of Greek grammar will be presented rapidly. Completion of this double course will allow a student to enroll in Greek 10 or to read simple Greek prose independently. The course satisfies the college language requirement. Never serves in partial satisfaction of the Distributive Requirement.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-1-3
Classics - Classical Studies; Greek; Latin,GRK,3,Intermediate Greek,Continued study of Greek grammar and syntax. Readings in Greek prose authors. Completion of Greek 3 satisfies the College language requirement. Never serves in partial satisfaction of the Distributive or World Culture Requirement.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-3
Classics - Classical Studies; Greek; Latin,GRK,10,Readings in Greek Prose and Poetry,"Readings in Greek prose and poetry at the intermediate level, typically including selections from Plato and/or Euripides.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-10
Classics - Classical Studies; Greek; Latin,GRK,11,Modern Greek I,An introduction to Modern Greek as a spoken and written language. The work includes regular practice in class and scheduled drill-sessions. No previous knowledge of Greek is assumed. Never serves in partial satisfaction of the Distributive or World Culture Requirement.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-11
Classics - Classical Studies; Greek; Latin,GRK,20,Homer,"Reading in Greek and discussion of selections from the Iliad or Odyssey. Reading of the whole poem in translation and discussion of its character, style, and composition.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-20
Classics - Classical Studies; Greek; Latin,GRK,24,Theatre,"A study of the tragedy and comedy of Classical Greece through detailed reading of at least one play of Aeschylus, Euripides, Sophocles, or Aristophanes.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-24
Classics - Classical Studies; Greek; Latin,GRK,26,Intellectual Enquiry in Classical Athens,"This course centers on the period of intellectual ferment and enquiry in fifth- and fourth-century Athens, when traditional beliefs came under scrutiny and many different figures laid claim to truth telling, from orators and sophists to poets and the practitioners of philosophy and history. Texts studied will be taken from the following: philosophy (the sophists, the early dialogues of Plato); history (Herodotus and/or Thucydides); the medical writers; dramatists (Euripides, Aristophanes): orators.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-26
Classics - Classical Studies; Greek; Latin,GRK,28,Philosophy,"Our goals are to learn to read Plato's Greek with accuracy and comprehension, and to become engaged with Plato's thought through a close study of one of his dialogues. We will have occasion to consult other Platonic texts in translation and in Greek.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-28
Classics - Classical Studies; Greek; Latin,GRK,29,New Testament,"A brief introduction to the language, vocabulary, and idiom of New Testament Greek, followed by readings in the Gospels and the Epistles of St. Paul.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-29
Classics - Classical Studies; Greek; Latin,GRK,30,The End of the World: Jewish and Christian Apocalyptic Literature in the Hellenistic Era,"The Hellenistic era was a period of remarkable theological and literary creativity within the Jewish and Christian communities, including the development of a unique genre, apocalyptic literature. Apocalyptic texts, which portend a catastrophic end to the world, are notoriously difficult to interpret due to their use of fantastical imagery and often cryptic symbolism.  In this class we will explore several texts in depth, including portions of Daniel from the Hebrew scriptures, the Book of Enoch from the Maccabean period, the Apocalypse of John (Revelation) from the Christian scriptures, and the 2nd century Christian text Apocalypse of Peter. In addition to learning how to read apocalyptic literature, we will examine the socio-historical context of these texts, their relationship to communities under duress and how they have been reimagined by later generations.
No knowledge of Greek is required for the class.  A basic understanding of Hellenistic Greek will be provided for students without any background. Students with prior Greek training will read the texts in the original language.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30
Classics - Classical Studies; Greek; Latin,GRK,30.04,Ancient Fiction: The Greek and Roman Novels,"Close reading of Greek and Roman novels in the original in addition to wider-reading in translation, with particularly attention to narrative, genre, and literary and cultural context.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30-04
Classics - Classical Studies; Greek; Latin,GRK,30.05,Mythology Seminar,"The mythological narratives of the Greeks and Romans can be studied at numerous different levels and by a variety of methods. In this seminar, we consider a series of myths that are of particularly evocative of cultural anxieties concerned with birth, death, and rebirth; gender and sexuality; and personal identity.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30-05
Classics - Classical Studies; Greek; Latin,GRK,30.06,Thinking Big: Heroes in Aristophanes and Plautus,"In this class we read comic texts produced in Classical Athens and Republican Rome, to consider the literary features of the comic genre and the political significance of comedy in performance. We focus on the comic hero who defies all obstacles to win desirable social goods (food, wine, sex; peace, freedom).",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30-06
Classics - Classical Studies; Greek; Latin,GRK,30.07,The End of the World: Jewish and Christian Apocalyptic Literature in the Hellenistic Era,"The Hellenistic era was a period of remarkable theological and literary creativity within the Jewish and Christian communities, including the development of a unique genre, apocalyptic literature. Apocalyptic texts, which portend a catastrophic end to the world, are notoriously difficult to interpret due to their use of fantastical imagery and often cryptic symbolism.  In this class we will explore several texts in depth, including portions of Daniel from the Hebrew scriptures, the Book of Enoch from the Maccabean period, the Apocalypse of John (Revelation) from the Christian scriptures, and the 2nd century Christian text Apocalypse of Peter. In addition to learning how to read apocalyptic literature, we will examine the socio-historical context of these texts, their relationship to communities under duress and how they have been reimagined by later generations.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30-07
Classics - Classical Studies; Greek; Latin,GRK,30.08,History and Structure of the Greek Language,"This course focuses on the grammar, pronunciation, and writing of ancient Greek, starting from its origin in Proto-Indo-European (c. 4000 BC), proceeding through Homer to classical Attic (1st millennium BC), and ending with the post-classical era. Through analysis of language data and reading of selected ancient texts, students will gain a greater mastery of synchronic language patterns, and also will understand the diachronic origins of those patterns.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-30-08
Classics - Classical Studies; Greek; Latin,GRK,85,Independent Reading and Research,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-85
Classics - Classical Studies; Greek; Latin,GRK,87,Thesis,Independent research and writing under the supervision of a Department member. Open to honors students in their senior year and other qualified students by the consent of the Department.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/GRK-Greek/GRK-87
Classics - Classical Studies; Greek; Latin,LAT,1,Introductory Latin,"Introduction to Latin grammar, vocabulary, and syntax through prose readings of gradually increasing difficulty. Never serves in partial satisfaction of the Distributive or World Culture Requirement.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-1
Classics - Classical Studies; Greek; Latin,LAT,2,Introductory Latin II,"Continues the study of Latin language and Roman culture begun in Latin 1. The structures of the language are introduced through readings of gradually increasing complexity. The narrative content of the course brings in historical persons and events from the last quarter of the first century A.D, both in the province of Britannia and in the city of Rome. The class will will also spend some time studying real inscriptions, curse tablets, and coins, as well as composing in Latin as a means to increasing reading fluency. This course is primarily designed for students who have taken Latin 1 at Dartmouth, but will also be a good fit for those who have had one or more years of high school Latin and want to reinforce their skills before moving on to reading unadapted Latin in Latin 3.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-2
Classics - Classical Studies; Greek; Latin,LAT,3,Intermediate Latin,"Continued study of Latin grammar, vocabulary, and syntax with reading of selected literary texts. Completion of Latin 3 satisfies the College language requirement. Never serves in partial satisfaction of the Distributive or World Culture Requirement.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-3
Classics - Classical Studies; Greek; Latin,LAT,10,Readings in Latin Texts,"Continuous readings of Latin prose and poetry, including selections from Martial, Catullus, Ovid, Pliny, and Tacitus, together with additional features of Latin grammar and syntax. This course is the natural continuation of Latin 3 and serves as preparation for higher-numbered courses.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-10
Classics - Classical Studies; Greek; Latin,LAT,15,Literature and the Romans,"This course introduces some new ways of thinking about reading and writing in the Roman world. Beginning with the physical history of ancient books and publication methods, we will proceed to examine typical tricks and strategies of Roman writers to inform, move, or amuse their readers. Readings are a mixture of poetry (e.g. Catullus, Vergil's Eclogues, short poems of Martial) and prose (e.g. Cicero's personal letters, biographical notices), supported by a structured vocabulary program and review of key grammatical concepts.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-15
Classics - Classical Studies; Greek; Latin,LAT,18,Intermediate Topics in Latin,"Meets conjointly with an upper-division course and shares much of its content, but with different requirements and assessments. Typically students taking the course at the intermediate level have shorter reading assignments in the original language and a greater emphasis on language development. For instance, they may take a language test instead of writing the research paper at the end of the term.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-18
Classics - Classical Studies; Greek; Latin,LAT,18.01,Intermediate Topics in Latin: Mortality and Immortality in Roman Philosophy,"Meets conjointly with LAT 27 (Roman Philosophy) and shares much of its content, but with shorter Latin reading assignments and a greater emphasis on language development.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-18-01
Classics - Classical Studies; Greek; Latin,LAT,21,Love Poetry,"An exploration of the rich tradition of amatory verse at Rome. Readings may come from the love-elegists Tibullus, Propertius, and Ovid, and/or other poets, including Catullus and Horace. Topics to be considered include the art of persuasion in erotic literature; Roman attitudes towards gender, sexuality, and desire; and the emergence and development of Augustan culture.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-21
Classics - Classical Studies; Greek; Latin,LAT,23,Roman Drama,"Reading ancient drama allows us to consider the function of artistic production to engage with challenging political and social questions. The class will read from the comedies of Plautus and Terence and/or the tragedies of Seneca, and will explore features of the comic and/or tragic genre. Latin readings may be combined with one or more Greek plays read in translation.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-23
Classics - Classical Studies; Greek; Latin,LAT,25,Roman Historical Writing,"Readings drawn from the rich tradition of Roman historical writing. Selected readings from the works of Caesar, Sallust, Livy, and/or Tacitus will enable the class to think about the character of Latin prose writing in different periods and about the strategies of historians for offering critique and/or affirmation of those in power.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-25
Classics - Classical Studies; Greek; Latin,LAT,27,Roman Philosophy,"Educated Romans studied Greek philosophy with enthusiasm and found their own ways to express philosophical ideas in writing. Readings selected from the works of Cicero, Lucretius, Seneca, and others will illustrate how Greek thought was augmented and transformed in the Roman period. Not open to students who have previously received credit for LAT-18.01.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-27
Classics - Classical Studies; Greek; Latin,LAT,28,Literature of the Later Empire and the Middle Ages,"Readings from the late Empire to the high Middle Ages that may include selections from the Vulgate, St. Augustine's Confessions, the Passion of Saints Perpetua and Felicity, Hrotsvitha's Dulcitius, and the Carmina Burana.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-28
Classics - Classical Studies; Greek; Latin,LAT,29,Courtroom Speech,"An oration of Cicero, combined with readings in English to illustrate the political circumstances, the methods of legal argumentation, and/or the techniques of public speaking as practiced in Rome.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-29
Classics - Classical Studies; Greek; Latin,LAT,30,Topics in Latin Literature,Representative texts and topics that highlight the complex relationship between Greek and Latin literature. Offerings vary from year to year to allow opportunities to study subject matter such as the ancient novels and Roman reinterpretations of Greek myth. Emphasis is placed on writing and research skills as well as the development of reading ability in Latin.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-30
Classics - Classical Studies; Greek; Latin,LAT,30.03,Ancient Fiction: The Greek and Roman Novels,"Close reading of Greek and Roman novels in the original in addition to wider-reading in translation, with particularly attention to narrative, genre, and literary and cultural context.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-30-03
Classics - Classical Studies; Greek; Latin,LAT,30.04,Mythology Seminar,"The mythological narratives of the Greeks and Romans can be studied at numerous different levels and by a variety of methods. In this seminar, we consider a series of myths that are of particularly evocative of cultural anxieties concerned with birth, death, and rebirth; gender and sexuality; and personal identity.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-30-04
Classics - Classical Studies; Greek; Latin,LAT,30.06,Thinking Big: Heroes in Aristophanes and Plautus,"In this class we read comic texts produced in Classical Athens and Republican Rome, to consider the literary features of the comic genre and the political significance of comedy in performance. We focus on the comic hero who defies all obstacles to win desirable social goods (food, wine, sex; peace, freedom).",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-30-06
Classics - Classical Studies; Greek; Latin,LAT,30.08,History and Structure of the Latin Language,"This course focuses on the grammar, pronunciation, and writing of Latin, starting from its origin in Proto-Indo-European (c. 4000 BC), proceeding through early Latin into the classical period (1st cent. BC to 1st cent. AD), and ending with the post-classical era. Through analysis of language data and reading of selected ancient texts, students will gain a greater mastery of synchronic language patterns, and also will understand the diachronic origins of those patterns.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-30-08
Classics - Classical Studies; Greek; Latin,LAT,31,The Italian Countryside,"The environmental concerns of our own time find a counterpart in the Roman fascination with the beauty and fragility of the rural landscape and natural world. Readings may come from pastoral poetry, represented especially by Vergil’s Eclogues; the literature of farming and agriculture, including Vergil’s Georgics; and related themes in works by Varro, Horace, Tibullus, and others.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-31
Classics - Classical Studies; Greek; Latin,LAT,32,The Poetry Book,"Studies the development of the carefully crafted and deliberately arranged book of poetry at Rome, including one complete libellus in Latin with the possibility of additional examples in translation. Authors that may be read include Vergil, Horace, Propertius, Ovid, Statius, and Martial. As time allows, the class will also explore later examples of book design and artistry, drawing on Dartmouth’s collection of rare books.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-32
Classics - Classical Studies; Greek; Latin,LAT,33,The Literature of Science,"The ancient Greeks and Romans studied natural phenomena passionately and considered the pursuit of scientific knowledge a mind-transforming experience that was sublime and potentially even sacred. This class will study one or more key texts in the Roman scientific tradition. Readings will be drawn from poets, such as Lucretius and Manilius, and/or prose authors, like Seneca and the Elder Pliny. Potential topics include ancient physics, astronomy, meteorology, and natural history.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-33
Classics - Classical Studies; Greek; Latin,LAT,34,Letter-writing in the Roman World,"The Romans considered letter-writing an important skill and adapted the letter form to many purposes: maintaining friendship, promoting political ends, consolation, education, artistry, and sheer entertainment. Readings will come from the prose letters of Cicero, Seneca, or Pliny; personal notes and letters recovered from archaeological sites; and/or the verse epistles of Ovid or Horace.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-34
Classics - Classical Studies; Greek; Latin,LAT,35,Satire and Humor,"Basically a humorous monologue on contemporary topics, verse satire is the one kind of writing the Romans claimed as entirely their own. The class will read some of the best-known examples by Horace and Juvenal and may also explore other examples of Roman humor: epigrams by Catullus or Martial, Seneca’s Pumpkinification, Petronius’s Satyricon.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-35
Classics - Classical Studies; Greek; Latin,LAT,85,Independent Reading and Research,,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-85
Classics - Classical Studies; Greek; Latin,LAT,87,Thesis,Independent research and writing under the supervision of a member of the Classics faculty. Open to honors students in their senior year and to other qualified students by consent of the Department.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Classics-Classical-Studies-Greek-Latin/LAT-Latin/LAT-87
Cognitive Science,COGS,1,Introduction to Cognitive Science,"Cognitive Science aims to understand how the mind works by using tools and insights from a variety of fields including experimental psychology, computer science, linguistics, vision science, philosophy, anthropology, behavioral economics, and neuroscience. This course will introduce you to many of the major tools and theories from these areas as they relate to the study of the mind. We will tour mental processes such as perception, reasoning, memory, attention, imagery, language, intelligence, decision-making, and morality, and discover many strange and amazing properties of mind.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-1
Cognitive Science,COGS,2,Cognition,"An introduction to the study of thought, memory, language, and attention from the point of view of information processing.  In surveying research in cognitive psychology, substantial contact is made with related cognitive sciences, such as artificial intelligence, linguistics, neuroscience, and contemporary philosophy.  In the course of examining general principles of cognition, the following topics are discussed:  mental imagery; concepts; reasonong; discourse, monetary and courtroom decision making; eye-witness testimony; social attribution and sterotyping; language in chimpanzees; expert systems; the relationship between information processing and conscious experience; and the philosophical foundations of cognitive science.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-2
Cognitive Science,COGS,11.01,Philosophy and Cognitive Science,"What is the mind and how can we model it? This course will cover the classical foundations of cognitive science, and some of the more recent developments in the field.  The course is designed to introduce students to central debates and arguments in the philosophy of cognitive science.  We will study philosophical views of the relationship between the mind and the physical world, the computational theory of the mind and its implications, connectionism, theories of embodiment, dynamical systems, and recent statistical approaches to cognition. Open to all.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-11-01
Cognitive Science,COGS,11.02,Representation and the Brain,"Neuroimaging, and with it cognitive neuroscience, is undergoing a conceptual revolution. This course uses philosophical and neuroscientific approaches to explore the changes in our conceptions of mental and neural representation that are prompted by recent advances in brain imaging that use multivariate approaches to analyzing brain imaging data. These new methods radically change the way we conceive of the nature of mental representation. Using a combination of philosophical texts, scientific review papers, and primary research papers, we try to re-conceptualize how the brain represents the world.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-11-02
Cognitive Science,COGS,11.03,"Mind, Language, and Morality","This course examines questions about the connection between mind, language, and normative domains such as morality, politics, and law. For example: how should we understand normative language that seems to be fundamentally about prescribing ways of acting, rather than about describing reality? Are moral judgments more a matter of emotion, or of belief? Can we reconcile a commitment to moral objectivity with our best scientific understanding of moral thought and talk? This course will engage such questions from a fundamentally interdisciplinary perspective, engaging with work from philosophy, cognitive science, linguistics, and psychology. In so doing, we will explore how empirical work can inform philosophical inquiry, and how philosophical inquiry can continue to guide ongoing research in the cognitive sciences. Students will be encouraged to work in interdisciplinary teams to create their own co-authored research.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-11-03
Cognitive Science,COGS,11.04,Face Perception,"Faces are one of the richest sources of information for non-verbal communication. Through faces we recognize identity and infer the emotional and mental states of others, as well as where they are directing their attention. This course will focus on the neural mechanisms for face perception and how these mechanisms facilitate rapid extraction of cues that facilitate social interaction. Particular relevance will be put on the neural systems for representation of person knowledge.  In addition to weekly readings, students will have a written exam at the end of the course.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-11-04
Cognitive Science,COGS,11.05,Moral Psychology,"Moral psychology is the interdisciplinary study of human moral cognition. Philosophers have long theorized the nature of moral judgment from the armchair. Now psychologists and cognitive neuroscientists are investigating hypotheses about how our brains make ethical decisions in the lab. In this class, we will read, and bring together in conversation, classic and cutting edge work from philosophy, psychology, and the neurosciences on the nature of moral cognition. Topics include: Are moral judgments essentially emotional? Or is moral thought a species of reason? Can moral beliefs, by themselves, motivate us to action? Or must a background desire to do the right thing be involved? Is all human motivation, by its nature, self-interested? Or is genuine altruism possible? And should empirical findings about the neurobiological and evolutionary bases of our moral intuitions lead us, as some have argued, to reject certain philosophical moral theories – Kantianism, say – in favor of others – Utilitarianism – or not?",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-11-05
Cognitive Science,COGS,21,Introduction to Computational Neuroscience,"Your brain is composed of low-precision, slow, sparsely-connected computing elements, yet it outperforms any extant computer on tasks ranging from perception to planning. Computational Neuroscience has as its twin goals the scientific understanding of how brains compute thought, and the engineering capability to reconstruct the identified computations. Topics in the class included anatomical circuit design, physiological operating rules, evolutionary derivation, mathematical analyses, and emergent behavior, as well as development of applications from robotics to medicine.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-21
Cognitive Science,COGS,25,Philosophy of Cognitive Science,"What is the mind and how can we model it? Cognitive science offers a distinctive approach to some of the great philosophical questions about the mind. But what does it tell us? This course will cover the classical foundations of cognitive science, and some of the more recent developments in the field. We will study the computational theory of the mind and its implications, connectionism, theories of embodiment, dynamical systems, and recent statistical approaches to cognition. (Not open to students who received credit for PHIL 010/COGS 11.01.)",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-25
Cognitive Science,COGS,26,Philosophy and Computers,The accomplishments of artificial intelligence research and the widespread use of computers in our society confront us with many interesting philosophical questions. What are the limits of artificial intelligence? Could computers ever think or feel? Is the Turing test a good test? Are we really computers? Are there decisions computers should never make? Do computers threaten our privacy in special ways? This course will consider such issues in order to explore the philosophical implications of computing. Open to all classes.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-26
Cognitive Science,COGS,44,Artificial Intelligence,"An introduction to the field of Artificial Intelligence. Topics include games, robotics, motion planning, knowledge representation, logic and theorem proving, probabilistic reasoning over time, understanding of natural languages, and discussions of human intelligence.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-44
Cognitive Science,COGS,50,Topics in Cognitive Science,"This course is a mid-level topical course in Cognitive Science. Course offerings will touch on disciplines across the cognitive sciences. Potential course subtitles may be Cognitive Development, Mental and Brain Representation, Evolution of Brain and Mind, toRationality, Language and Culture, or Machine Models of Mind. Course offerings will change each term.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-50
Cognitive Science,COGS,50.01,Philosophy and Neuroscience of Animal Minds,"This course will explore the nature of non-human non-linguistic animal thought, from both philosophical and empirical perspectives. Drawing on readings from philosophy and scientific journals, we will focus on three questions: (1) can nonhuman animals feel pain?; (2) can nonhuman animals exhibit “mental time travel”?; and (3) can they represent the mental states of others?Emphasis will be on integrating insights from both fields to better understand the nature of thought.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-50-01
Cognitive Science,COGS,50.02,The Philosophy and Cognitive Science of Consciousness,"Conscious experience is at once both completely familiar and utterly mysterious: how is it that electrical activity in a lump of grey matter – the brain – gives rise to the Technicolor phenomenology of our conscious experience? If human beings are just biological machines, then how is it possible that we have a subjective point of view on the world? Why are we not just mindless robots, that produce behavior in light of stimulations from the environment, but lack any inner awareness or consciousness? In this class we will read, and bring together in conversation, cutting edge work from philosophy, psychology, and the neurosciences on the nature of consciousness.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-50-02
Cognitive Science,COGS,50.04,Theories of Consciousness,"Conscious experience is at once both completely familiar and utterly mysterious: how is it that electrical activity in a lump of grey matter – the brain – gives rise to the Technicolor phenomenology of our conscious experience? If human beings are just biological machines, then how is possible that we have a subjective point of view on the world? Why are we not just mindless robots, that produce behavior in light of stimulations from the environment, but lack any inner awareness or consciousness? In this class we will read, and bring together in conversation, cutting edge work from philosophy, psychology, and the neurosciences on the nature of consciousness.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-50-04
Cognitive Science,COGS,80,Major Seminar in Cognitive Science,"This seminar is required for majors. Each week a member of Dartmouth’s faculty working in diverse areas of cognitive science will present current work in a lunchtime seminar. Prior to the lecture you will work through related papers as a group in preparation, and the day following the lecture you will meet with the professor to discuss the material further. This seminar will prepare you for independent research in Cognitive Science.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-80
